NLW FACS 787 Aberystwyth Harbour Records,,,"KEY          
Illegible Word =
Illegible letter =
Guess =
blk,1907-06-15,36,[Useful],Lancaster,blk,Sch.,Bennett,Corporation,Stones,76,4,1,5,4,1,5,4,Schooner 'Useful' 76892 found registered for Barrow and schooner 'Useful' 45345 found registered for Fleetwood,,,
blk,1907-06-17,37,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-06-24,38,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-06-29,39,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-07-02,40,Lorne,Aberystwith,58214,Sch.,Davies,D. Davies & Sons,Coals,74,4,1,4,8,,,,,,,
blk,1907-07-06,41,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-07-13,42,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-07-17,43,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-07-20,44,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-07-26,45,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-07-26,44,Lily Garton,Peel,See note,Ketch,McKay,Corporation,Stones,53,4,0,17,8,0,17,8,Schooner 'Lily Garton' 63918 found registered for Peel,,,
blk,1907-08-04,45,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-08-11,46,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-08-18,47,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-08-24,48,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-09-01,49,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-09-07,50,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-09-11,51,Lorne,Aberystwith,58214,Sch.,Davies,D. Davies (owner),Coals,74,4,1,4,8,1,4,8, ,,,
blk,1907-09-14,52,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-09-22,53,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-09-28,54,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-10-05,55,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-10-13,56,Dora,Aberdovey,See note,St,Lewis,SS Packet Company,General,76,4,1,5,4,1,5,4,No 'Dora' found listed for Aberdovey,,,
blk,1907-10-20,57,Dora,Aberdovey,See note,St,Lewis,SS Packet Company,General,76,4,1,1,0,1,5,4,No 'Dora' found listed for Aberdovey,,,
blk,1907-10-23,58,[Ekonom],[Windau],blk,Sch.,Freymann,Roberts & D. Lloyd,Timber,224,6,5,12,0,5,12,0, ,,,
blk,1907-10-29,59,Telephone,Liverpool,68289,St,Jones,SS Packet Company,General,75,4,1,5,0,1,5,0, ,,,
blk,1907-11-03,60,Dora,Liverpool,blk,St,Lewis,SS Packet Company,General,76,4,1,5,4,,,,"Dora' 17773 (1856), 'Dora' 63193 (1869), 'Dora' 70963 (1875), 'Dora' 87928 (1884) and 'Dora' 113396 (1900) all found listed for Liverpool",,,
blk,1907-11-07,61,Lorne,Aberystwith,58214,Sch.,Davies,D. Davies & Sons,Coals,74,4,1,4,8,1,4,8, ,,,
blk,1907-11-08,62,Solway Prince,Liverpool,See note,Sch.,Owens,Joseph Parr & Co.,Cement,90,4,1,10,0,1,10,0,Barque 'Solway' 105327 (1895)  found listed for Liverpool,,,
blk,1907-11-10,63,Dashing Wave,Fowey,56459,Sch.,Blewett,Joseph Parr & Co.,Cement,129,6,3,4,6,3,4,6,,,,
blk,1907-11-12,64,Telephone,Liverpool,68289,St,Roberts,SS Packet Company,General,75,4,1,5,0,,,,,,,
blk,1907-11-17,65,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-11-25,66,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-12-02,67,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-12-11,68,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-12-15,69,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-12-22,70,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1907-12-25,71,Alida,Riga,blk,Sch.,F.Rosa,Messrs. Roberts & Lloyd,Timber,150,[6],3,15,0,3,15,0,,,,
blk,1908-01-04,1,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-01-12,2,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-01-19,3,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-01-29,4,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-02-03,5,Mary Edwards,Beaumaris,See note,ketch,Grant,Messrs. M.H. Davies,Manure,50,4,0,16,8,0,16,8,Schooner 'Mary Edwards' 43875 found listed for Beaumaris,,,
blk,1908-02-05,6,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-02-08,7,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-02-26,8,Dora,Liverpool,See note,St,Williams,SS Packet Company,General,76,4,1,5,4,1,5,4,"Dora' 17773 (1856), 'Dora' 63193 (1869), 'Dora' 70963 (1875), 'Dora' 87928 (1884) and 'Dora' 113396 (1900) all found listed for Liverpool",,,
blk,1908-03-01,9,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-03-07,10,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-03-15,11,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-03-23,12,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-03-27,13,Mabel,Carnarvon,See note,St,Williams,Rheidol Rlwy Co.,Manure,50,4,0,16,8,0,16,8,Sailing Ship 'Mabel' 49950 found registered for Carnaerfon for 1900,,,
blk,1908-03-30,14,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-04-07,15,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-04-12,16,Lorne,Aberystwith,58214,Sch.,Davies,Davies & Sons,Coals,74,4,1,4,8,1,4,8,,,,
blk,1908-04-14,17,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-04-19,18,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-04-25,19,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-05-02,20,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-05-09,21,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-05-16,22,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-05-16,23,Lorne,Aberystwith,58214,Sch.,Davies,D. Davies & Sons,Coals,74,4,1,4,8,1,4,8,,,,
blk,1908-05-24,24,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-05-30,25,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-06-07,26,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-06-13,27,Amor,Marstal,blk,Sch.,Rasmussen,D. C. Roberts  ,Timber,169,6,4,4,6,4,4,6,,,,
blk,1908-06-14,28,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-06-19,29,Lorne,Aberystwith,58214,St,Jones,Davies & Sons,Coals,63,4,1,4,8,1,4,8,,,,
blk,1908-06-20,30,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,74,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-06-27,31,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-07-04,32,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,76,4,1,5,4,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-07-12,33,Countess,Aberystwith,See note,St,Jones,SS Packet Company,General,76,4,1,5,4,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1908-07-13,34,Dunmore,Glasgow,See note,St,kerr,SS Packet Company,General,65,4,1,1,8,,,,Steam ships 'Dunmore' 80427 (1879) and 113926 (1900) found listed for Glasgow,,,
blk,1908-07-19,35,Dora,Liverpool,See note,St,Lewis,Electric Works,Coals,70,4,1,3,4,1,3,4,"Dora' 17773 (1856), 'Dora' 63193 (1869), 'Dora' 70963 (1875), 'Dora' 87928 (1884) and 'Dora' 113396 (1900) all found listed for Liverpool",,,
blk,1908-07-28,36,Dora,Liverpool,See note,St,Lewis,SS Packet Company,General,65,4,1,1,8,,,,"Dora' 17773 (1856), 'Dora' 63193 (1869), 'Dora' 70963 (1875), 'Dora' 87928 (1884) and 'Dora' 113396 (1900) all found listed for Liverpool",,,
blk,1908-07-28,37,Lorne,Aberystwith,58214,Sch.,Davies,D. Davies & Sons,Coals,74,4,1,4,8,1,4,8, ,,,
blk,1908-08-03,38,Dora,Liverpool,See note,St,Lewis,SS Packet Company,General,65,4,1,1,8,,,,"Dora' 17773 (1856), 'Dora' 63193 (1869), 'Dora' 70963 (1875), 'Dora' 87928 (1884) and 'Dora' 113396 (1900) all found listed for Liverpool",,,
blk,1908-08-10,39,Dora,Liverpool,See note,St,Lewis,SS Packet Company,General,65,4,1,1,8,,,,"Dora' 17773 (1856), 'Dora' 63193 (1869), 'Dora' 70963 (1875), 'Dora' 87928 (1884) and 'Dora' 113396 (1900) all found listed for Liverpool",,,
blk,1908-08-12,40,Eleanor,Frederickstadt,blk,Sch.,Hansen,SS Packet Company,General,65,4,1,1,8, , , ,,,,
blk,1908-08-16,41,Dora,Liverpool,See note,Sch.,Lewis,Robert Richards (Tywyn),Cement,90,4,1,10,0,1,10,0,"Dora' 17773 (1856), 'Dora' 63193 (1869), 'Dora' 70963 (1875), 'Dora' 87928 (1884) and 'Dora' 113396 (1900) all found listed for Liverpool",,,
blk,1908-08-20,42,Ellen Beatrice,Aberystwith,49664,Sch.,Jones,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1908-08-26,43,Dora,Liverpool,See note,St.,Lewis,SS Packet Company,General,65,4,1,1,8,,,,"Dora' 17773 (1856), 'Dora' 63193 (1869), 'Dora' 70963 (1875), 'Dora' 87928 (1884) and 'Dora' 113396 (1900) all found listed for Liverpool",,,
blk,1908-09-02,44,Dora,Liverpool,See note,St.,Lewis,SS Packet Company,General,65,4,1,1,8,,,,"Dora' 17773 (1856), 'Dora' 63193 (1869), 'Dora' 70963 (1875), 'Dora' 87928 (1884) and 'Dora' 113396 (1900) all found listed for Liverpool",,,
blk,1908-09-08,45,Dora,Liverpool,See note,St.,Lewis,SS Packet Company,General,65,4,1,1,8,,,,"Dora' 17773 (1856), 'Dora' 63193 (1869), 'Dora' 70963 (1875), 'Dora' 87928 (1884) and 'Dora' 113396 (1900) all found listed for Liverpool",,,
blk,1908-09-13,46,Dora,Liverpool,See note,St.,Lewis,blk,blk, , ,,,,,,,"Dora' 17773 (1856), 'Dora' 63193 (1869), 'Dora' 70963 (1875), 'Dora' 87928 (1884) and 'Dora' 113396 (1900) all found listed for Liverpool",,,
blk,1908-09-22,47,Dora,Liverpool,See note,St.,Lewis,blk,blk, , ,,,,,,,"Dora' 17773 (1856), 'Dora' 63193 (1869), 'Dora' 70963 (1875), 'Dora' 87928 (1884) and 'Dora' 113396 (1900) all found listed for Liverpool",,,
blk,1908-09-21,48,Lorne,Aberystwith,58214,Sch.,Davies,blk,blk, , ,,,,,,,,,,
blk,1908-09-27,49,Grosvenor,Liverpool,124107,St,Edgar,blk,blk, , ,,,,,,, ,,,
blk,1909-01-03,1,Dinorwic,Carnarvon,92205,St,Evans,Joseph Parr {Liverpool],Cement,100,4,1,13,4,1,13,4,,,,
blk,1909-01-04,2,Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-01-09,3,Grosvenor,Liverpool,124107,St,Humphreys,M. H .Davies & Sons,Manure,65,4,1,1,8,,,,,,,
blk,1909-01-20,4,Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-01-23,5,Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-01-24,6,Ellen Beatrice,Aberystwyth,49664,Sch.,Jones,Electric Light Co.,Coals,75,4,1,5,0,1,5,0,,,,
blk,1909-01-31,7,Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-02-06,8,Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-02-13,9,Enterprise,Amlwch,blk,St,Hughes,Vale Of Rheidol Co.,Manure,39,4,1,1,8,,,,Steam ship 'Enterprize' 56677 found listed for Beaumaris for 1890,,,
blk,1909-02-14,10,Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-02-20,11,Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-02-28,12,Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-03-06,13,Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-03-13,14,Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-03-27,15,Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-03-28,16,Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-04-04,17,Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-04-11,18,Grosvenor,Liverpool,124107,St,Lloyd,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-04-16,19,Grosvenor,Liverpool,124107,St,Lloyd,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-04-24,20,Grosvenor,Liverpool,124107,St,Lloyd,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1909-04-24,21,Grosvenor,Liverpool,124107,St,Lloyd,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-05-03,21,Mary Catherine,Amlwch,See note,ketch,Williams,Electric Light Co.,Coals,63,4,1,0,8,1,0,8,Ketch 'Mary Catherine' 21269 found registered in Beaumaris for 1900,,,
,1909-05-04,22,SS Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-05-08,23,SS Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-05-15,24,SS Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-05-22,25,SS Grosvenor,Liverpool,124107,St,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-06-03,26,SS Dora,Aberdovey,blk,St,Williams,Richards & Son,Cement,76,4,1,5,4,1,5,4,,,,
,1909-06-05,27,SS Grosvenor,Liverpool,124107,SS,Humphreys,R. Roberts & Sons,Timber,65,4,1,1,8,,,,,,,
,1909-06-12,28,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-06-19,29,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-06-25,blk,SS Corona,London,See note,SS,Hawthorn,Electric Light Co.,Coals,54,4,,18,0,,18,0,Steam Ship 'Coronda' 99067 found registered for London for 1900,,,
,1909-06-28,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-06-28,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,[J.Woodcock],Rails,[65],4,1,1,8,,,,,,,
,1909-07-03,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-07-03,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,[J. Woodcock],Rails,65,4,1,1,8,,,,,,,
,1909-07-12,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-07-17,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-07-14,blk,Albertha,[Marietal],blk,Sch.,Kromo$$$,John Lloyd & Co.,Timber,142,6,3,11,0,3,11,0,,,,
,1909-07-27,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-07-31,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1, ,,,,,,,
,1909-08-08,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-08-14,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-08-23,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-08-28,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-09-01,blk,Portadown,Newry,108646,SS,Mc.Connell,J. Woodcock,Rails,77,4,1,5,8,1,5,8,,,,
,1909-09-05,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-09-11,blk,Seaforth,Glasgow,94036,SS,Fryer,R. Richards & Son,Cement,95,4,1,11,8,1,11,8, ,,,
,1909-09-18,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-09-19,blk,SS Bessie,Liverpool,113457,SS,Evans,Electric Light Co.,Coals,61,4,1,0,4,1,0,4,,,,
,1909-09-26,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-09-20,blk,Ellen Beatrice,Aberystwyth,49664,Sch.,Jones,Joseph [Parr],Cement,75,4,1,5,0,1,5,0,,,,
,1909-09-30,blk,Amor,[Maistal], blk,Brig,Rosm$$$$,$.C.Roberts,Timber,169,6,4,4,6,4,4,6,,,,
,1909-10-02,blk,SS Grosvenor,Liverpool,124107,Ss,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-10-15,blk,SS Grosvenor,Liverpool,124107,Ss,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-10-21,blk,SS Grosvenor,Liverpool,124107,Ss,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-10-31,blk,SS Grosvenor,Liverpool,124107,Ss,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-11-07,blk,SS Grosvenor,Liverpool,124107,Ss,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-11-14,blk,SS Grosvenor,Liverpool,124107,Ss,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-11-21,blk,SS Grosvenor,Liverpool,124107,Ss,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-12-01,blk,SS Grosvenor,Liverpool,124107,Ss,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-12-07,blk,SS Grosvenor,Liverpool,124107,Ss,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-12-05,blk,Anglesey,Beaumaris,97571,SS,Tyrrell,Rheidol Mines,Dynamite,54,$,,6,9,,6,9,,,,
,1909-12-11,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-12-23,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1909-12-29,blk,Exchange,Liverpool,87965,SS,Williams,Joseph Parr,Cement,93,4,1,11,8,1,11,8,,,,
,1910-01-02,blk,SS Grosvenor,Liverpool,124107,SS,Humphreys,J.P. Company,General,65,4,1,1,8,1,1,8,,,,
,1910-01-13,blk,SS Lewis,London,108265,SS,Richards,[D.] C. Roberts,Timber,139,4,2,6,4,2,6,4,2 ships registered with this name - Nos. 108265 & 118322.,,,
,1910-01-13,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-01-19,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-01-23,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-01-27,blk,SS Grosvenor,Liverpool,124107,SS,Parry,M. H. Davis,Manure,65,4,1,1,8,,,,,,,
,1910-02-01,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-02-07,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-01-14,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-02-24,blk,SS Exchange,Liverpool,87965,SS,Owen,Richards & Son,Cement,93,4,1,11,0,1,11,0,,,,
,1910-02-27,blk,SS Grosvenor,Liverpool,113457,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-03-06,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-03-12,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-03-14,blk,Eilian,Amlwch,See note,$,Hughes,Rees & Co.,Manure,77,4,1,5,8,1,5,8,Schooner 'Eilian' 87240 registered for Beaumaris in 1889,,,
,1910-03-22,blk,SS Grosvenor,Liverpool,124107,SS,Parry,$$$$$ & Co.,General,65,4,1,1,8,,,,,,,
,1910-03-28,blk,SS Grosvenor,Liverpool,124107,SS,Parry,$$$$$ & Co.,General,65,4,1,1,8,,,,,,,
,1910-04-06,blk,SS Grosvenor,Liverpool,124107,SS,Parry,$$$$$ & Co.,General,65,4,1,1,8,,,,,,,
,1910-04-10,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-04-17,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-04-24,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-05-01,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-05-08,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
